ID,Income,AppliedOnline,Residence,Yrs at Current Address,Yrs with Current Employer,Number of Cards,Creditcard Debt,Loans,Loan Amount,Name,Email,RFC,Birthday,Phone,Location,SalePrice,Location_property,MortgageDefault
100597,53731,NO,Public Housing,26,16,2,13160,1,17985,ADRIANA MINERVA NOLAZCO AQUIAHUATL,RIDWTWtCuq@gmt.com.mx,NOAA641023PX8,23-10-1964,2224523619,"Puebla, Pue.",365000,110,NO
100640,43293,NO,Private Renting,16,7,1,2207,1,8450,LETICIA MARIA ARA AQUI,IJcvgAFfXJ@hotmail.com,ARAL8001234U8,23-01-1980,9225159186,"Chinameca, Ver.",260000,100,YES
100468,45970,NO,Owner Occupier,11,7,1,579,0,9280,JUAN AMADO QUESADA YAH,DuGaOEAhTS@gmt.com.mx,QUYJ880727HC6,27-07-1988,8998917300,"Reynosa,Tamps.",132000,100,NO
101707,46119,YES,Private Renting,1,6,1,104,0,11470,BERTIN CETINA ARRILLAGA,StegnASlVW@gmt.com.mx,CEAB810927VB2,27-09-1981,4774108083,"León, Gto.",145000,100,YES
100629,54671,YES,Owner Occupier,25,28,2,3612,0,8610,J ANTONIO URISTA LOE,fRgiWhXFgf@live.com,URLJ000222769,22-02-2000,3318994386,"Guadalajara, Jal.",250000,120,YES
101497,55777,YES,Private Renting,1,11,2,453,0,6215,NOE ISRAEL REVILLA PENUELAS,eyBLgxZmpO@live.com,REPN550304DB4,4/3/1955,4273724227,"Polotitlán, Méx.",285000,100,YES
100657,59276,YES,Public Housing,20,21,2,8000,1,8265,FRANCISCO GERMAN CARTUJANO BERRA,XwXQJmQCBQ@gmail.com,CABF540715A48,15-07-1954,4939275503,"Fresnillo, Zac.",285000,100,NO
100490,50799,YES,Owner Occupier,22,19,2,1919,0,6020,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,9/2/1996,7532999892,"Ciudad Lázaro Cárdenas, Mich.",185000,111,YES
100797,51385,YES,Owner Occupier,14,10,1,777,0,7430,NORMA ELIZAB ZEQUERA MONA,VOQSMpirpF@gmail.com,ZEMN970507PG6,7/5/1997,2441605273,"Atlixco, Pue.",260000,101,NO
100486,54938,NO,Owner Occupier,5,15,2,268,0,8225,VICTOR GERARDO ADUNA Y LAGUNES,qwzOPyraPN@gmt.com.mx,ADYV570710QF4,10/7/1957,2283357822,"Jalapa, Ver.",235000,130,NO
100272,43593,YES,Owner Occupier,13,0,1,2315,0,12820,CUSTODIO RUEZGA LAURRABAQUIO,nsatVxJsTd@gmail.com,RULC620309HE8,9/3/1962,7355696022,"Cuautla, Mor.",180000,130,NO
101763,45452,YES,Owner Occupier,12,24,1,5490,1,10040,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,27-09-1982,7735816066,"Tepeji del Rio, Hgo.",328000,100,NO
100488,54021,YES,Owner Occupier,2,4,1,101,1,12230,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,2/4/1966,6222169845,"Guaymas, Son.",355000,100,YES
100602,44892,YES,Private Renting,12,2,2,3337,0,11195,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,29-10-1975,8177119809,"Monterrey, N.L.",175000,110,NO
100432,44202,NO,Owner Occupier,1,23,2,2611,0,12915,WALKIRIA LUCENA ISUNZA,qlnqDykITu@gmt.com.mx,LUIW800304QA6,4/3/1980,6252908531,"Ciudad Cuauhtémoc, Chih.",162000,101,NO
101624,43677,YES,Sheltered,16,9,1,740,0,10915,IVONNE EDITH EPITACIO MEZQUITA,zaTTSAhEJO@gmail.com,EPMI751022796,22-10-1975,4923623764,"Zacatecas, Zac.",190000,100,NO
100386,54603,NO,Owner Occupier,8,30,2,1562,1,7760,CIRINO COYOTE PIÑEIRO,awnLNJhpZU@live.com,COPC630404RDA,4/4/1963,7834332524,"Tuxpan, Ver.",150000,100,NO
100334,44895,YES,Owner Occupier,8,0,2,888,1,8915,FORTUNATO ROIG REMEDIOS,NhaYZcTnrv@gmail.com,RORF850621LW6,21-06-1985,7357073931,"Cuautla, Mor.",310000,100,YES
100497,55777,YES,Private Renting,1,11,2,453,0,6215,OSCAR JOSE BALMES CELIS,MnxvqrbPqM@company.com,BACO900415RI7,15-04-1990,8152655617,"Monterrey, N.L.",285000,100,YES
100285,44974,YES,Public Housing,14,18,2,2772,0,9515,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,21-04-1967,6252147699,"Ciudad Cuauhtémoc, Chih.",264000,130,NO
100294,55642,YES,Private Renting,4,22,2,240,0,5925,JULIO MANUEL COLIN BRICENO,JqQBfBEihV@hotmail.com,COBJ6709012T11,1/9/1967,3122224163,"Colima, Col.",349900,130,NO
101731,49789,YES,Owner Occupier,2,4,2,44,0,9340,EXIQUIO OLIVAN ROCAFUERTE,CVAnjqMYVP@live.com,OLRE680926E46,26-09-1968,8668213812,"Monclova, Coah.",200000,100,NO
101505,45153,NO,Owner Occupier,2,13,2,804,1,8900,CARLOS IGNACIO OLAYA FERNANDO,HArlpVxuAT@gmt.com.mx,OLFC000812LE9,12/8/2000,2418475366,"Apizaco, Tlax.",146000,130,YES
101453,45869,YES,Private Renting,21,8,2,71,1,9240,ALEJANDRA PATRICIA MONTAÑEZ ZAZUETA,sWHXZeLvqN@live.com,MOZA000625R35,25-06-2000,4155800746,"San Miguel de Allende, Gto.",325000,100,YES
101532,48931,YES,Owner Occupier,11,19,2,652,0,7795,NORA ICELA ORGAZ LINO,IXUNHorvjb@gmail.com,ORLN630608HS9,8/6/1963,2381681028,"Tehuacán, Pue.",190000,100,NO
100449,45238,YES,Owner Occupier,9,6,2,326,1,5515,MARIA GUDELIA BASULTO TECOCOATZI,LAQWCsSPxi@hotmail.com,BATM741031KN5,31-10-1974,6562342697,"Ciudad Juárez, Chih.",160000,120,YES
100425,55497,YES,Owner Occupier,7,3,1,637,1,8980,OSCAR ROBERTO LARGO CASASANERO,UQqAYEeRdf@hotmail.com,LACO010305PA5,5/3/2001,3227166631,"Puerto Vallarta, Jal.",229500,100,YES
100581,45841,NO,Public Housing,11,12,2,4159,0,13350,DECIDERIO URBIOLA NORATO,sRplgGyksb@hotmail.com,URND8911239V5,23-11-1989,3921364378,"Ocotlán, Jal.",350000,100,NO
100760,43794,YES,Owner Occupier,9,6,2,1430,0,9020,LILI DEL CARMEN VILLAGRA MONSREAL,SUqDpVvtRj@gmt.com.mx,VIML840407UR8,7/4/1984,6315691176,"Nogales, Son.",143000,101,NO
101282,45715,YES,Owner Occupier,8,14,2,772,1,12985,ALMA A VALLADOLID CALTENCO,LzPsekGjbu@live.com,VACA550822LW8,22-08-1955,4455404579,"Moroleón, Gto.",137000,100,NO
100671,51859,YES,Private Renting,19,2,2,369,1,5290,ROGER ENRIQUE ESCARRAMAN ALVIS,nZzUXLVJWo@gmail.com,ESAR740819JP8,19-08-1974,7822464490,"Poza Rica,Ver.",360000,110,YES
101491,46785,YES,Private Renting,14,4,1,1227,1,6510,JOSE SOTERO CHAVOLLA BARDALES,zUWRJUCcOe@gmail.com,CABJ810607PX3,7/6/1981,6311594099,"Nogales, Son.",300000,100,NO
100705,49485,YES,Private Renting,24,10,1,563,1,4455,GABRIEL ANGEL COLON MONTEJANO,PzJYWfILHK@live.com,COMG8902137L6,13-02-1989,4435246771,"Morelia, Mich.",250000,100,YES
100624,43677,YES,Sheltered,16,9,1,740,0,10915,JESUS FELIPE CENDEJAS TIZAPA,nzPnrTRXqL@gmt.com.mx,CETJ7101282BA,28-01-1971,6862608555,"Mexicali, B.C.",190000,100,NO
100702,59201,YES,Owner Occupier,12,25,1,12164,0,14795,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,5/11/1961,6464496165,"Ensenada, B.C.",545000,100,YES
100730,57388,YES,Private Renting,23,22,1,3450,0,5365,JOSE SERGIO YEPIS YERBAFRIA,kEuUNvIOil@gmail.com,YEYJ7603292W7,29-03-1976,2449106300,"Atlixco, Pue.",105000,101,YES
100374,56849,YES,Owner Occupier,4,4,1,117,1,5725,MIRNA ISABEL KOH ABUNDIS,WHIVVkYkju@gmt.com.mx,KOAM750421HC5,21-04-1975,2725810433,"Orizaba, Ver.",117000,100,NO
101698,58785,NO,Private Renting,31,16,2,1111,0,7415,ANA JACINTA ZUVIRIE ELORRIAGA,jZVuowcGQU@company.com,ZUEA0002126B7,12/2/2000,5942918480,"San Marcos Nepantla, Méx.",275000,130,NO
100403,44831,YES,Owner Occupier,15,2,1,1597,1,8790,ROGELIO ARTURO URSUA SAN MIGUEL,uepqUfmeUo@live.com,URSR810322N49,22-03-1981,7838818162,"Tuxpan, Ver.",161000,100,YES
100448,53201,NO,Owner Occupier,18,29,1,17134,0,16275,MARGARITA YOLANDA OSEGUERA LUZANIA,QpVLDrKLKw@company.com,OSLM590111R37,11/1/1959,7751398395,"Singuilucan, Hgo.",197307,100,NO
100621,50621,NO,Owner Occupier,24,22,2,1047,0,9940,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,21-04-1957,3516187853,"Zamora, Mich.",350000,120,NO
100375,50808,NO,Private Renting,19,18,2,457,0,7775,TIMOTEA APAEZ ALMODOVAR,kAvMrOxkFz@live.com,APAT601007NF5,7/10/1960,9389833830,"Ciudad del Carmen, Camp.",125000,101,YES
100353,43908,NO,Public Housing,18,15,1,4242,0,7915,SIRIA DIRZO Y MENDOZA,GZdBiLZxiW@gmt.com.mx,DIYS910811FV5,11/8/1991,4499979053,"Aguascalientes, Ags.",190000,100,NO
100389,59036,YES,Owner Occupier,7,6,1,495,1,8915,GUADALUPE DE LOURDES ORTEGA VELADOR,LOdiIIYUGY@gmail.com,ORVG730527G42,27-05-1973,9516742690,"Oaxaca, Oax.",193000,101,YES
100369,43322,YES,Private Renting,15,6,2,218,1,6940,ARELI BERENICE YEN MAZA,BSdHymTViu@gmt.com.mx,YEMA920522GAA,22-05-1992,5592082077,"Ciudad de México, D.F.",325000,100,NO
100661,47568,YES,Private Renting,5,11,2,2391,1,12965,RICARDO NOE TABARDILLO CASASANERO,iHXkdiuroW@gmail.com,TACR011121LG4,21-11-2001,4158667130,"San Miguel de Allende, Gto.",285000,100,YES
100754,50816,YES,Owner Occupier,0,17,2,2031,1,8075,SALVADOR ARTURO AYUZO MUNIVE,xBRyddFALb@company.com,AYMS590910NA6,10/9/1959,4748182104,"Lagos de Moreno, Jal.",300000,130,YES
101303,43795,YES,Public Housing,17,5,2,1171,0,11285,JUAN DOMINGO BLANHIR SAN MARTIN,zXXZPrLCcB@gmail.com,BLSJ780829LW11,29-08-1978,7478234148,"Chilpancingo, Gro.",153000,100,YES
101383,54013,YES,Private Renting,9,4,1,996,0,11105,ROSA AIDE PINAL CUNA,DQNEOoIJFl@hotmail.com,PICR630904PB7,4/9/1963,2441238999,"Atlixco, Pue.",156000,100,NO
101789,43151,NO,Private Renting,6,9,1,681,1,7290,MIGUEL SALVADOR PETRIZ VALE,WGtAuXdwJt@company.com,PEVM011104K61,4/11/2001,7834666323,"Tuxpan, Ver.",320000,110,NO
100456,47026,NO,Private Renting,23,18,2,1368,0,6955,ROBERTO ADRIAN LONGARES ABALOS,stNAIfFRlB@live.com,LOAR740925PI9,25-09-1974,6863291718,"Mexicali, B.C.",145000,130,NO
100759,47035,NO,Living with parents/guardian,8,15,1,2003,0,10915,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,16-05-1958,3925230627,"Ocotlán, Jal.",390000,100,YES
100662,50833,YES,Public Housing,21,16,1,760,1,11585,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,18-11-1963,6697006051,"Mazatlán, Sin.",270000,100,YES
100626,52887,YES,Public Housing,10,9,2,1339,0,8560,MALENA ROMERO ASPEITIA,mjbVeEKScd@live.com,ROAM530522L711,22-05-1953,4933258670,"Fresnillo, Zac.",185000,130,YES
100470,45949,NO,Private Renting,17,7,1,3865,0,13010,MARIO SEBASTIAN IXTLA DE LEON,guDwQjykEs@live.com,IXDM760225423,25-02-1976,2297262726,"Veracruz, Ver.",149000,100,YES
100383,54013,YES,Private Renting,9,4,1,996,0,11105,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,21-08-1999,6564733104,"Ciudad Juárez, Chih.",156000,100,NO
101285,44974,YES,Public Housing,14,18,2,2772,0,9515,LEODEGARIA CASTORENA APANCO,kPjIysSfjy@gmt.com.mx,CAAL560327N78,27-03-1956,3126125422,"Colima, Col.",264000,130,NO
101732,47623,YES,Owner Occupier,12,7,2,1358,1,7365,RUTH ALICIA ALFEREZ ARELLANO,WyKdCzgFQv@gmail.com,ALAR990825EC9,25-08-1999,9386983565,"Ciudad del Carmen, Camp.",275000,130,YES
101701,46501,YES,Private Renting,5,5,2,327,1,9070,GABRIELA ARACELI SEVERINO PANDO,ltTtuajZDs@live.com,SEPG790826LX3,26-08-1979,6674175000,"Culiacán, Sin.",325000,100,NO
100436,45518,YES,Private Renting,17,22,1,8231,1,16485,JORGE EUGENIO MANZANILLA TIZAPA,fcDtiePQfe@gmail.com,MATJ610310EM3,10/3/1961,2292153978,"Veracruz, Ver.",260000,130,NO
101672,54777,YES,Public Housing,26,17,2,2814,1,10895,EFIGENIO BONETTA VISTA,QvgcPfqQav@live.com,BOVE570211KEA,11/2/1957,4934656673,"Fresnillo, Zac.",260000,100,NO
101570,55565,NO,Owner Occupier,23,0,2,2219,0,11885,JAIME LUIS LOAEZA VILLAR,VqKeBFUruK@company.com,LOVJ660809KQ4,9/8/1966,7538188400,"Ciudad Lázaro Cárdenas, Mich.",440000,110,YES
100716,45217,NO,Owner Occupier,17,8,2,445,1,11455,CLAUDIA IRENE SANSON CARREOLA,RdPWMmIzXv@gmt.com.mx,SACC590117AY7,17-01-1959,5955872289,"Texcoco, Méx.",315000,120,NO
100696,43977,YES,Public Housing,14,12,1,4763,1,11145,AMAPOLA ROSANO DAMIAN,qKOpjLGCGD@live.com,RODA700515T66,15-05-1970,7531535366,"Ciudad Lázaro Cárdenas, Mich.",330000,120,NO
100729,43146,NO,Owner Occupier,0,10,1,679,1,10420,ROCIO DE LA LUZ ALAMINA LAVEAGA,VwPUxirZXv@live.com,ALLR731024SJ6,24-10-1973,2443074087,"Atlixco, Pue.",105000,101,YES
100736,44005,YES,Private Renting,16,8,2,25,1,6920,MARIELA GUADALUPE DEL OLMO VILLASALDO,eYwNTwHEhJ@company.com,DEVM601130UA7,30-11-1960,4926548982,"Zacatecas, Zac.",179000,130,NO
101670,56470,YES,Private Renting,31,15,2,390,0,7055,MARTHA SARAHI JARAMILLO NORBERTO,IIetuCVcxq@gmail.com,JANM6010019V5,1/10/1960,7827201294,"Poza Rica,Ver.",240000,110,YES
100330,45217,YES,Private Renting,19,8,1,732,0,5860,IVONNE LIZETH CABANZO GALGUERA,miHTmBeohU@company.com,CAGI721219GG7,19-12-1972,6122810334,"La Paz, B.C.S.",240000,120,YES
100765,51498,YES,Private Renting,26,9,1,589,1,10150,ELSA DEL CARMEN PANI REBOLLOZA,QBGfujEgSZ@gmail.com,PARE580315AH11,15-03-1958,2296953086,"Veracruz, Ver.",295000,100,NO
100443,43874,NO,Owner Occupier,18,0,2,1320,1,10295,OVIDIO HIPOLITO GALLEGOS,afaiAHWwOc@company.com,HIGO691030NI6,30-10-1969,7739730747,"Tepeji del Rio, Hgo.",258000,100,YES
100691,44898,NO,Owner Occupier,4,22,1,527,0,10270,ENCARNACION UTRILLA BALDAZO,JkfnVcRLBy@gmt.com.mx,UTBE670214B26,14-02-1967,4646722780,"Salamanca, Gto.",288500,100,NO
101407,43989,YES,Owner Occupier,8,10,1,30,1,5805,VELINA GALDEANO LEOS,GkrIuuzTlm@company.com,GALV911221M43,21-12-1991,2487051083,"San Martín Texmelucan, Pue.",410000,101,NO
100767,51724,YES,Owner Occupier,15,3,1,88,1,7150,SILVIA YANETH LOA GARZON,xcycIjPZhz@gmt.com.mx,LOGS9901239U11,23-01-1999,6275980871,"Parral, Chih.",140000,101,YES
101760,43794,YES,Owner Occupier,9,6,2,1430,0,9020,SERGIO DAVID POZADA XINGU,LfUbaUIVUR@gmail.com,POXS860708J5A,8/7/1986,3385563966,"Guadalajara, Jal.",143000,101,NO
100784,44261,NO,Owner Occupier,9,22,1,823,1,8010,IGNACIO ARTURO VIDALES MACAL,gBYZsNfdTN@gmail.com,VIMI6111308S6,30-11-1961,6257740944,"Ciudad Cuauhtémoc, Chih.",323600,100,YES
101377,51945,NO,Public Housing,19,0,1,25,1,7480,IRAN DELGADILLO RAVELO,JmHIUeTMns@live.com,DERI880830DP7,30-08-1988,2444264937,"Atlixco, Pue.",290000,110,YES
101703,45368,NO,Owner Occupier,4,2,2,711,1,10340,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,20-01-2000,3533638363,"Sahuayo, Mich.",325000,100,NO
100766,57376,YES,Private Renting,21,27,2,684,1,9845,MELECIO DUENEZ COTE,rJwrfCXFlL@gmail.com,DUCM7502073HA,7/2/1975,4425545547,"Querétaro, Qro.",540000,110,YES
100796,58381,YES,Private Renting,16,12,1,829,0,11750,RICARDO ARMANDO GAVILANEZ SCHROEDER,zQewEhaeho@live.com,GASR6207141C2,14-07-1962,8785989712,"Jiménez, Coah.",455000,100,NO
100453,45869,YES,Private Renting,21,8,2,71,1,9240,JULIO MARTIN PANALES GUINTO,dHliAQhTGw@company.com,PAGJ721104IR3,4/11/1972,7337389131,"Mayanalán, Gro.",325000,100,YES
100442,44271,YES,Private Renting,17,20,1,284,1,6185,JESUS AZNAR H,uXXtSxLpwi@company.com,AZHJ620321TIA,21-03-1962,6271343337,"Parral, Chih.",200000,130,YES
100561,45721,YES,Living with parents/guardian,3,14,1,294,1,7925,HILDA ELIZABETH LEREE WITRAGO,RogNWhSOOX@company.com,LEWH6702282W11,28-02-1967,4776484694,"León, Gto.",245000,100,NO
100500,50302,YES,Owner Occupier,20,9,2,455,0,10490,LEONARDO ENRIQUE ZMERY AUZA,EzaUUgvyaA@company.com,ZMAL550213MN9,13-02-1955,6396907389,"Ciudad Delicias, Chih.",535000,100,YES
100292,56087,NO,Public Housing,27,18,1,4818,1,8910,MIRIAM DE LOS ANGELES RASGADO SERRA,GfAuigMXZw@company.com,RASM6209251K1,25-09-1962,9385181971,"Ciudad del Carmen, Camp.",95000,101,NO
100477,43761,NO,Owner Occupier,10,6,1,1418,0,11245,MARTHA ARACELY GARVALENA ZENIL,QgmAwJUHWe@hotmail.com,GAZM910814TJ2,14-08-1991,9712144231,"Ixtepec, Oax.",192500,100,NO
101512,45621,YES,Owner Occupier,1,19,1,1878,0,9260,VICTOR ROMAN SALVAT OSCAR,WUYhLvTkxQ@company.com,SAOV880131QM8,31-01-1988,6446528483,"Ciudad Obregón, Son.",195000,100,YES
100683,45549,NO,Owner Occupier,2,21,1,5791,0,13325,ASAEL SEVILLA YEVISMEA,yKYVDXBcoJ@gmail.com,SEYA59121088A,10/12/1959,6675781499,"Culiacán, Sin.",155500,100,NO
101503,44095,YES,Private Renting,13,4,1,368,0,8730,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,22-02-1991,4746457880,"Lagos de Moreno, Jal.",285000,100,NO
100549,44460,YES,Owner Occupier,4,16,1,3467,1,9290,J MANUEL CHONTAL VIXTHA,ncUPZJzgXf@gmail.com,COVJ000701B28,1/7/2000,7343224923,"Zacatepec, Mor.",192000,100,YES
100551,43707,YES,Owner Occupier,8,9,1,1131,0,9365,FABIOLA DEL CARMEN TOVAR FUNEZ,HxmmHVilNC@gmail.com,TOFF740818J44,18-08-1974,7224513647,"Toluca, Méx.",125000,100,NO
101602,44892,YES,Private Renting,12,2,2,3337,0,11195,FRANCISCO JAVIER CARMELO SALANUEVA,ZYRIVVBlNF@hotmail.com,CASF8608111F2,11/8/1986,9226000316,"Chinameca, Ver.",175000,110,NO
100444,43888,YES,Owner Occupier,16,21,1,3820,1,7240,ALAN GAVIÑO ANICETO,MVpJarbZru@company.com,GAAA890912IN9,12/9/1989,9991665486,"Mérida, Yuc.",220000,100,YES
100414,58026,YES,Living with parents/guardian,17,13,1,6156,0,15905,ALFONSO ARMANDO PANO DENA,XZTjYWayGt@hotmail.com,PADA850924EG1,24-09-1985,9817314473,"Campeche, Camp.",153000,100,YES
100792,44230,YES,Owner Occupier,9,22,2,3106,0,540,HUGO ARTURO YOPIHUA TEZOCO,cKRQYfCGda@hotmail.com,YOTH931110QE9,10/11/1993,8785699922,"Jiménez, Coah.",350000,100,NO
101439,43890,YES,Owner Occupier,19,18,2,505,1,6960,LAURA GPE PALMILLAS CAVAZOS,dpGdXZSAWC@gmail.com,PACL990618TW6,18-06-1999,6685139867,"Los Mochis, Sin.",348500,100,NO
100343,45687,YES,Public Housing,22,16,2,1064,1,8465,DAVID JAVIER ARROYOS LEMUS,qZInYzinuI@gmt.com.mx,ARLD660104LC7,4/1/1966,2384206863,"Tehuacán, Pue.",349000,100,NO
101389,59036,YES,Owner Occupier,7,6,1,495,1,8915,BEATRIZ IRENE GABRIEL BETANCOURTH,BJdgezIgyN@gmail.com,GABB980531T55,31-05-1998,8336010970,"Tampico, Tamps.",193000,101,YES
100650,45283,NO,Public Housing,15,3,1,1460,1,13075,LUIS ALBERT TURCOTT TEPEXPA,LGMaitOPnr@company.com,TUTL910628RN7,28-06-1991,7473631182,"Chilpancingo, Gro.",167000,100,YES
100588,45266,NO,Public Housing,3,5,1,6805,0,21360,MARIO ADOLFO ROMAN RODRIGO,ayPrKfLsrj@live.com,RORM850316Q84,16-03-1985,2381287550,"Tehuacán, Pue.",550000,100,YES
100794,53704,YES,Owner Occupier,21,17,2,490,1,2825,JESSICA SARAI SUAZO GERTRUDIS,QROAsMAaKJ@hotmail.com,SUGJ770811UF5,11/8/1977,7344238919,"Zacatepec, Mor.",425000,100,YES
100700,55140,NO,Owner Occupier,20,13,2,5095,0,8540,ANDRES DE JESUS FLORENTINO CRISPIN,JlOhKpYfkG@hotmail.com,FLCA610516UU2,16-05-1961,6255188381,"Ciudad Cuauhtémoc, Chih.",545000,100,NO
100604,49407,NO,Owner Occupier,23,13,2,1793,0,8950,ELIA ELIZABETH NOVERON NEMECIO,VbOSvGZKbA@gmt.com.mx,NONE740809AW9,9/8/1974,7775907772,"Cuernavaca, Mor.",180000,100,YES
101739,43185,NO,Living with parents/guardian,0,8,1,20,0,9420,GENNY YOLANDA CABRAL CASTANO,vVqaTnGcBB@gmt.com.mx,CACG851130P311,30-11-1985,2414938121,"Apizaco, Tlax.",305000,130,NO
100579,45904,YES,Owner Occupier,22,7,1,60,0,4850,ANDRES JESUS AGRAMON VILLAVELAZQUEZ,CKoIpdwTIx@hotmail.com,AGVA9501286L9,28-01-1995,5546232497,"Ciudad de México, D.F.",110000,110,NO
100412,56891,NO,Owner Occupier,26,1,1,1543,1,5545,OMAR SALVADOR MONTAÑO MOSS,OhGrXLoiMb@gmt.com.mx,MOMO620821UG7,21-08-1962,4499446754,"Aguascalientes, Ags.",570000,100,NO
101388,48511,NO,Owner Occupier,21,25,1,793,0,9550,ALBERTO MANUEL ROSALINO DOSAL,vptaWjNBtr@gmail.com,RODA520430GP4,30-04-1952,9623870031,"Tapachula, Chis.",260000,120,NO
100521,44394,NO,Owner Occupier,20,17,1,2041,0,10100,AMANDA PATRICIA ONOFRE CANTOR,UunDwwyVGX@hotmail.com,ONCA550918CP3,18-09-1955,6646652545,"Tijuana, B.C.",287500,100,NO
101399,44617,NO,Owner Occupier,4,10,2,154,1,925,SENORINA MARTOS APOLINAR,xeNTIHGOAL@gmail.com,MAAS970429GW6,29-04-1997,6225496114,"Guaymas, Son.",275000,100,YES
101347,55554,YES,Public Housing,27,0,1,708,0,8615,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,2/10/1982,2468691210,"Tlaxcala, Tlax.",235000,100,NO
101376,58505,YES,Owner Occupier,11,9,2,668,0,5370,ALBERTO ESTEBAN CASTULO CARBAJAL,lHpsnuyUvG@gmt.com.mx,XXXX770823L42,23-08-1977,3929464973,"Ocotlán, Jal.",150000,100,NO
100755,53660,YES,Private Renting,23,17,1,380,1,7945,MARIA ANTELMA SEDEÑO DEPRAECT,ehZEyMjfjW@company.com,SEDM980923TM2,23-09-1998,7479319154,"Chilpancingo, Gro.",378000,100,NO
100424,43895,YES,Owner Occupier,7,18,1,446,1,9085,KARLA LUCIA SAHAGUN COLLINS,VYUiZhALEp@live.com,SACK620225M56,25-02-1962,4741843059,"Lagos de Moreno, Jal.",400000,110,NO
100405,43482,YES,Owner Occupier,4,1,1,361,1,8375,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,18-01-1999,7343281580,"Zacatepec, Mor.",499250,100,NO
100722,45390,YES,Owner Occupier,3,2,2,154,0,11710,JOSE AMANDO ZALAZAR AMPUDIA,hsnTenbohr@gmail.com,ZAAJ680127NX1,27-01-1968,7354773790,"Cuautla, Mor.",242500,110,NO
101295,52725,YES,Private Renting,26,9,2,12,0,4415,CARMEN YADIRA HUH YOLIMEA,vAakNhuprQ@live.com,HUYC600504DH5,4/5/1960,9994170307,"Mérida, Yuc.",98000,100,NO
100694,53307,YES,Owner Occupier,8,27,2,1984,1,9475,JULIO ANDRES ANTONINO CELESTIN,yztplyIWwK@hotmail.com,ANCJ010317SKA,17-03-2001,6648375810,"Tijuana, B.C.",130000,100,NO
100733,45318,NO,Private Renting,2,3,1,461,1,7665,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,21-04-1956,5599616019,"Ciudad de México, D.F.",305000,130,YES
101272,43593,YES,Owner Occupier,13,0,1,2315,0,12820,NOE BURGARA PALESTINA,toDBiARKvV@company.com,BUPN7008037E7,3/8/1970,9993332714,"Mérida, Yuc.",180000,130,NO
100445,44194,YES,Private Renting,16,2,2,1007,1,8550,ENEAS FAMANIA GIL,dDxXarzuMp@hotmail.com,FAGE7509221R4,22-09-1975,2415390665,"Apizaco, Tlax.",565000,120,YES
100326,55897,NO,Private Renting,13,2,2,315,0,9690,JOSAFAT LEGASPE IZQUIERDO,MGjumfUQCj@company.com,LEIJ981109E45,9/11/1998,2419921873,"Apizaco, Tlax.",240000,120,NO
100506,43820,NO,Owner Occupier,3,3,2,230,0,12095,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,31-08-1996,3111659330,"Tepic, Nay.",395000,110,NO
100802,48607,YES,Owner Occupier,19,23,2,985,1,4415,ROGER ALBERTO ARRON GRANDE,YzUzrWnmPq@gmt.com.mx,ARGR830805QV1,5/8/1983,6467635363,"Ensenada, B.C.",170000,100,NO
100665,57520,YES,Private Renting,25,19,1,890,0,11950,MIJAIL CRUZADO CHILLOPA,GWJeBKlJeY@gmail.com,CRCM751107S38,7/11/1975,4742561990,"Lagos de Moreno, Jal.",430000,121,NO
100422,47623,NO,Private Renting,23,7,1,784,1,8630,ARGENTINA COSGAYA ALDARACA,pmoZZXFqYI@hotmail.com,COAA770514IU5,14-05-1977,7773060115,"Cuernavaca, Mor.",290000,100,NO
101802,48607,YES,Owner Occupier,19,23,2,985,1,4415,JOAQUIN ALEJANDRO BULE CASIANO,CgJCfEGnTw@hotmail.com,BUCJ610723463,23-07-1961,6534672426,"San Luis Río Colorado, Son.",170000,100,NO
100311,43330,YES,Owner Occupier,9,6,1,25,1,9630,ZORAYDA DEL MORAL TLAXCALTECATL,syEQfWsSHj@company.com,DETZ011225G95,25-12-2001,6862240509,"Mexicali, B.C.",355000,100,NO
